"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
6,5.32262292274871e-05,5.07258963841702e-05,7.48027508315786e-05,8.09387908889642e-05,-104.856128968766,-130.354850286142,-135.891159881031,-148.453655996431,23.708,24.704,359.128,0.0989999999999895
1,7.09567845874783e-05,6.86383195252127e-05,0.00010621188585855,7.30460282502042e-05,-110.395881540994,-131.873863503449,-125.194779280734,-148.031268552465,26.168,24.258,391.515,0.102999999999952
5,3.47566222064416e-05,4.33668809720764e-05,6.92020652066485e-05,4.4422323110964e-05,-114.61965047625,-136.660819513355,-137.591978391594,-155.101026348693,26.088,26.648,376.571,0.100999999999999
12,3.7141610335061e-05,3.61226970862566e-05,7.66684848849907e-05,3.41753148757283e-05,-113.408966447562,-138.06045513506,-134.790340581256,-158.608736431706,24.776,25.213,382.671,0.108000000000004
7,6.63014361522317e-05,4.70482866510156e-05,6.0836525071483e-05,5.73678265725017e-05,-108.192401475634,-129.528313326143,-140.708963828971,-147.116250995439,27.892,26.467,390.532,0.11099999999999
8,5.41843341738081e-05,5.32478526696449e-05,8.68599690006148e-05,6.48185758592713e-05,-112.807480123734,-136.201979068833,-131.118876623996,-149.513104624667,26.884,26.309,409.424,0.108000000000004
4,2.28648331894567e-05,1.74669300014919e-05,4.06673341128623e-05,2.08709715325078e-05,-109.126954230014,-133.075341976671,-148.476381164504,-160.083019750397,24.496,24.477,417.667,0.114999999999952
2,8.13045337680053e-05,7.89692987047186e-05,8.73451381866855e-05,8.91950777193073e-05,-111.635930494849,-131.983513353807,-131.465393558696,-143.876852767914,26.378,24.794,417.792,0.105999999999995
3,5.39503628467438e-05,6.04713563031633e-05,8.661451089757e-05,4.47262634608224e-05,-114.674986310976,-131.59621666255,-130.179268796645,-155.276475736154,25.73,24.605,419.54,0.100999999999999
11,8.52163731195562e-05,8.59141312041239e-05,0.000111591185272272,0.000128889460356533,-106.073802723048,-130.162567899891,-123.199219563729,-147.884881088926,25.584,24.321,428.387,0.113
10,3.95041343179529e-05,4.01790532267492e-05,6.80668880286683e-05,4.81866885334691e-05,-111.470903576133,-131.952111129481,-137.88481852303,-150.313669820038,26.74,24.669,431.91,0.120999999999981
9,4.2270402013707e-05,3.93607611673157e-05,6.06647216627318e-05,2.19602737722655e-05,-111.120389296316,-134.118722263848,-140.740569096958,-159.458420436166,26.237,26.092,431.157,0.111999999999966
13,7.08677199446097e-05,6.28372881329534e-05,0.000101038262282892,7.93348823116902e-05,-106.196291470278,-128.464616328933,-127.344703346178,-148.789093837741,24.455,23.79,436.37,0.100999999999999
14,6.36723085364194e-05,6.82771282376321e-05,9.80937632748471e-05,8.53696668166503e-05,-112.070016555301,-134.308632133985,-128.850387160803,-148.160064622141,25.576,25.597,405.532,0.120000000000005
15,6.28402936969074e-05,6.33654086271231e-05,0.000106437895872804,5.77780299137226e-05,-108.749647200202,-134.440246018922,-125.67341835747,-152.823411966403,25.39,27.126,407.284,0.242000000000019
17,4.66959974091718e-05,6.1083500675652e-05,8.96706503141252e-05,5.30387256979315e-05,-105.960669630238,-129.329823669399,-131.257837666753,-162.061100767979,15.479,14.657,277.997,0.0440000000000396
16,4.60965499482925e-05,3.90134840017036e-05,7.07454069893195e-05,4.0958927550616e-05,-112.281151605789,-132.658603593333,-136.594460460735,-153.244265398056,27.495,23.856,431.337,0.105999999999995
19,5.3101351362841e-05,5.05241056654674e-05,7.18453901417576e-05,6.07675222522291e-05,-111.674255271189,-132.690602561433,-136.644845462742,-149.6017391981,26.697,23.225,374.993,0.118999999999971
18,4.6543920673338e-05,4.30555118051692e-05,8.1509306136892e-05,6.7100367349277e-05,-112.061068128186,-134.279190071874,-133.674044769303,-150.791067648202,25.958,25.851,409.196,0.130999999999972
20,5.24488405844736e-05,5.3031928336876e-05,6.99818674792511e-05,5.49357092120934e-05,-103.445972138775,-128.584389894406,-137.753133872473,-155.295602474581,23.678,24.433,429.825,0.105999999999995
