"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
3,0.000325709458733364,0.000309657348283968,0.000437415762292374,0.000502441108244697,-98.235005495204,-106.141245015506,-51.9756751719666,-133.345458986147,22.958,23.016,161.055,0.0749999999999886
5,0.000199330026381235,0.000245384985458643,0.000232831469713894,0.000127285142307974,-100.669594948725,-109.31937346763,-92.9557302026654,-130.691827977702,14.558,15.297,105.654,0.188999999999993
1,0.00020321996496485,0.000168876917625122,0.000368430123730638,0.00013751570582383,-99.6133296560359,-111.604827138767,-68.4164836412836,-137.47950672151,23.45,22.911,171.099,0.0819999999999936
2,0.000290338933720737,0.000294676396551537,0.00035727040549038,0.000285675791356067,-105.104918571493,-112.580158488333,-78.5540949150862,-117.491866370697,27.641,27.959,166.914,0.0510000000000161
10,0.000236387418520999,0.00024548895601663,0.000174716604502399,0.000194636691339893,-100.954652932813,-109.083958829976,-111.48512494595,-135.071805609872,23.591,24.132,158.141,0.349000000000018
12,0.000205516915700131,0.000205477483694925,0.000272262435990792,0.000191387782994555,-104.12190944753,-111.449873989296,-69.4047446920228,-136.35893151379,23.332,22.508,162.101,0.120000000000005
6,0.000160745193846311,0.000169178977490247,0.000168857947665061,0.000123548727328773,-101.944196753974,-112.554574638932,-113.089989368733,-143.743729460039,23.436,23.237,168.358,0.0819999999999936
11,0.000178969299142145,0.000117510623003235,0.00029676047063674,0.000138350595512603,-107.123269916009,-120.411712678705,-74.8455642195977,-136.892923667149,25.172,26.859,162.935,0.0380000000000109
4,0.000154499257544311,0.0001629461063762,0.00035176187836406,0.000102013862951434,-107.120827450554,-116.141409769567,-75.6557997522484,-147.320189886283,27.316,27.744,164.881,0.114000000000004
9,0.000205008756307576,0.000200927582798978,0.000330760704607605,0.000494746190136333,-107.457978968819,-114.031646121243,-69.3425291841125,-107.975884315067,26.969,27.472,166.506,0.0769999999999982
8,0.00029549391366058,0.000242130274198464,0.0002263112969692,0.000274330538996308,-100.57039154902,-108.474329492519,-103.201169232805,-132.685919223236,26.835,23.675,175.901,0.0889999999999986
7,0.000517599079471127,0.000530424079642857,0.000524388252583416,0.000500802414627598,-97.4149071255427,-99.1268597352311,-6.20645897307367,-119.51645153035,23.986,24.737,189.198,0.0829999999999984
19,0.000239041989820754,0.000177279044006413,0.00048376202435051,0.000147347792044427,-106.837794412705,-114.4295071714,-44.5904677354728,-137.397562022642,16.915,16.94,122.706,0.161000000000001
13,0.000362739010014075,0.000526078366160993,0.000597391537875968,0.000257434711449897,-103.132972807957,-92.1638811075327,-7.33578342694268,-127.465894307963,27.51,27.133,170.15,0.207000000000022
17,0.000281751563389187,0.000286556771145185,0.000319513415323303,0.000214082341184227,-96.1532901326057,-105.43240165758,-76.7858740484161,-128.960231654822,22.967,23.067,149.852,0.0950000000000273
14,0.000114691242614564,0.00011025915660346,0.000170334728448228,0.000101905590854476,-101.407173877559,-114.433122205297,-111.095383146479,-146.084056797827,23.707,23.696,153.234,0.38300000000001
20,0.00029493363703805,0.000239871882187277,0.0002961065198533,0.000207646440663951,-104.099998818254,-108.868593389667,-81.7247607868288,-119.058408359428,27.37,22.676,168.088,0.0509999999999877
15,0.000214942719726468,0.000208263410909319,0.000294554568878935,0.000160937185321343,-98.277243414382,-108.795839951693,-87.8075906995559,-136.027296250194,23.349,23.098,171.529,0.335000000000008
18,0.000355130046707702,0.000307509376263725,0.000370892848021272,0.000225071629840033,-102.655883121814,-112.446835106262,-58.0923569739203,-137.203171046619,27.307,27.225,164.688,0.0759999999999934
16,0.000165822362325724,0.000281133187849407,0.000208920378315388,8.31569500204067e-05,-105.588931335794,-104.169332758825,-105.607637143829,-139.030242083382,26.775,27.104,171.713,0.0570000000000164
