"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
2,0.000387924349467116,0.000338944175916419,0.000455783966580876,0.00038367369392468,-88.0193869938628,-102.941499306098,-96.5164557140293,-99.3100735990048,27.767,26.681,386.077,0.0879999999999654
1,0.000219514191881036,0.000207667963586508,0.000428990887997165,0.000181513843871501,-86.7081040069053,-102.051303302316,-99.0840957489538,-121.107783923719,26.878,23.838,395.874,0.116999999999962
5,0.000171715100122384,0.000168239951289361,0.00037885326214034,0.000125075383455842,-90.1928930959266,-104.240394952593,-102.222030046776,-127.80050479273,26.762,23.372,384.456,0.291999999999973
6,0.000195583951660626,0.000149486511691645,0.000420643940738481,0.000158703941181121,-89.1736347817472,-104.687050355429,-99.1638400911218,-122.128537163093,26.621,22.385,396.599,0.436000000000035
3,0.000313445623250818,0.000210305716557352,0.000416259670812035,0.000241615705478546,-89.2953793621086,-103.435512025964,-99.2843725259626,-117.022731768629,26.083,23.053,396.997,0.336000000000013
4,0.000279334965200905,0.000152350904651781,0.000273277528730268,0.000141580303240004,-91.0295006512997,-114.247902247128,-110.101706737616,-129.161358506318,25.77,27.328,394.677,0.100000000000023
7,0.000304997124014742,0.000388869365714849,0.0005987716980138,0.000304133836725224,-91.3254172950317,-101.582567760309,-84.5734080445495,-119.619943469207,26.994,25.604,397.036,0.114000000000033
9,0.000184942961204055,0.000183735130834942,0.00026754825392279,0.000137331519471125,-92.0387886662921,-112.652578170017,-110.507891799431,-127.796078447713,15.963,16.965,271.749,0.187999999999988
8,0.000546078424317397,0.000256120758247959,0.000455894289399603,0.000205239247415617,-83.4034755042748,-102.166800788846,-97.2592893121689,-121.887109896,24.456,23.249,392.587,0.125
10,0.000359400517298781,0.000294097524764422,0.000338328021891624,0.000253502970448333,-84.2284332872727,-103.729348912574,-105.247873995466,-119.393090982966,24.508,29.233,366.265,0.340000000000032
11,0.000449050060759163,0.000365219071439581,0.000509132610694292,0.000237452318799704,-87.9036016818716,-104.243359140124,-92.5392697538848,-119.169254051117,24.834,26.357,335.536,0.101999999999975
12,0.000144688691358037,0.000138574322844749,0.000320725143787031,0.000136712421759154,-92.0919225990163,-105.862503208793,-106.451054399385,-126.615571274622,26.734,23.624,359.419,0.0880000000000223
13,0.000233281320989569,0.000194594987508425,0.000546442578293082,0.000179394265752639,-91.2173993780843,-107.803395822813,-89.5879937521516,-124.968773420749,25.265,26.493,344.036,0.106000000000051
16,0.000400069402996991,0.000276577044416103,0.000499943251009382,0.00031628996955981,-89.0601609612123,-105.294739214244,-91.9231581139285,-119.426761210103,25.992,25.016,361.728,0.274000000000001
15,0.000239804312427866,0.000274994872906717,0.000356860657020617,0.000197310593094194,-88.3783406850484,-105.900089950981,-104.241187361321,-119.312745436143,27.068,28.654,375.193,0.34899999999999
14,0.000336972346279584,0.000314205575011251,0.000702349221381694,0.000390394381495388,-86.6352069451981,-102.884924586687,-81.4799289651754,-110.357579635183,25.974,26.988,379.107,0.0649999999999977
17,0.000247228528138637,0.000169717532426325,0.000337838034319289,0.000156470872223918,-87.3271730004124,-101.570887013219,-105.626300028174,-130.607316686299,27.102,22.702,420.429,0.100000000000023
20,0.00024191727727586,0.0001728220625339,0.000300081997796405,0.000189874448934285,-86.9234183414667,-101.814215275729,-108.102242216849,-126.198363590337,26.158,23.187,388.708,0.0889999999999986
18,0.000266476506968799,0.000207060766266367,0.000407973197974738,0.000153981174704686,-88.3682250917336,-104.484902279509,-100.573311853867,-127.122650802904,26.325,23.854,392.146,0.0939999999999941
19,0.000299149558654882,0.00030718217123471,0.000719962630197902,0.000190677319480768,-89.190368284702,-104.294281441138,-77.9148807249691,-120.487209959225,26.104,26.281,437.537,0.110000000000014
5,0.000171715100122384,0.000182190111302551,0.000359681305846203,0.000125075383455842,-90.1928930959266,-119.036737693469,-103.63739513174,-127.80050479273,16.624,15.093,265.511,0.151999999999987
1,0.000219514191881036,0.000209690263422633,0.000467219631364626,0.000181513843871501,-86.7081040069053,-116.26949089623,-96.6786906107961,-121.107783923719,26.91,24.02,378.909,0.0939999999999941
4,0.000279334965200905,0.000152590464661791,0.000285170669365477,0.000141580303240004,-91.0295006512997,-121.678398880067,-109.178427677078,-129.161358506318,25.945,25.035,380.151,0.0909999999999513
3,0.000313445623250818,0.000207212759168333,0.000352133630198685,0.000241615705478546,-89.2953793621086,-116.64128845512,-104.254011618261,-117.022731768629,26.124,23.316,412.47,0.337000000000046
2,0.000387924349467116,0.000376523068375933,0.000566266500118419,0.00038367369392468,-88.0193869938628,-105.841697677773,-88.3651440680689,-99.3100735990048,27.541,25.758,416.267,0.0880000000000223
6,0.000195583951660626,0.00015535945790017,0.00043685361643173,0.000158703941181121,-89.1736347817472,-120.399560016113,-98.4444959367924,-122.128537163093,26.689,23.275,378.524,0.492999999999995
7,0.000304997124014742,0.000427968283652988,0.000455681776101152,0.000304133836725224,-91.3254172950317,-98.3267233137138,-95.943543995408,-119.619943469207,27.067,26.778,386.015,0.115999999999985
8,0.000546078424317397,0.000257035523859113,0.000517382288144712,0.000205239247415617,-83.4034755042748,-111.501413379749,-93.1574839075963,-121.887109896,24.354,25.603,345.679,0.115000000000009
9,0.000184942961204055,0.000137961982996779,0.000273607229700568,0.000137331519471125,-92.0387886662921,-126.648898014257,-109.939000366879,-127.796078447713,25.989,28.083,366.931,0.363
11,0.000449050060759163,0.000326057467077085,0.000453335910235779,0.000237452318799704,-87.9036016818716,-104.674753213369,-96.5817335866756,-119.169254051117,25.113,27.661,335.741,0.0919999999999845
13,0.000233281320989569,0.000206189415066776,0.000393324308046772,0.000179394265752639,-91.2173993780843,-115.907708337818,-101.121039750323,-124.968773420749,25.241,24.618,356.054,0.104999999999961
15,0.000239804312427866,0.000233355891148747,0.000356128693073463,0.000197310593094194,-88.3783406850484,-113.649537316877,-104.364871701158,-119.312745436143,26.854,24.111,355.039,0.442000000000007
10,0.000359400517298781,0.000272040682246608,0.000303324494043742,0.000253502970448333,-84.2284332872727,-111.654046408759,-107.955684436562,-119.393090982966,24.414,23.492,361.825,0.337999999999965
18,0.000266476506968799,0.000206690546616147,0.000409592470285719,0.000153981174704686,-88.3682250917336,-118.004427112472,-100.573820660349,-127.122650802904,26.396,24.244,361.566,0.103999999999985
19,0.000299149558654882,0.000361947162760346,0.000418466678373729,0.000190677319480768,-89.190368284702,-108.222679821131,-99.0948300967577,-120.487209959225,25.888,27.971,360.381,0.10899999999998
16,0.000400069402996991,0.000312707016873134,0.000458991544070588,0.00031628996955981,-89.0601609612123,-107.591661820891,-94.7190897977172,-119.426761210103,26.23,28.388,363.087,0.274999999999977
