"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
7,0.000214753093378081,0.000243239957499741,0.000379294768554296,0.000329231108643259,-81.5046194474716,-99.6979036558642,-101.737440435174,-107.233984212155,16.091,15.611,299.457,0.0500000000000114
8,0.000243741185973001,0.000179234757237349,0.000470641986861322,0.00024019325478232,-81.7376769937067,-106.278536736429,-95.7723824208252,-112.890612408043,24.292,25.397,352.666,0.323999999999955
10,0.000159450646318394,0.000160358479204754,0.000381134433284733,0.000226031391743639,-82.5230901456331,-104.99818642148,-102.096018059627,-113.097899644843,26.239,27.19,366.6,0.0749999999999886
5,0.000153956742305875,0.000132892955333421,0.000332995303366827,0.000160707146901389,-82.1346833769627,-109.406625476559,-105.606379295278,-119.476784532242,23.667,24.492,378.956,0.432999999999993
3,0.000177868525837783,0.000181947107377962,0.00040220010999544,0.000172858243450763,-83.6500325074421,-107.278618331958,-100.211945253864,-119.230990300673,25.838,26.642,384.801,0.0749999999999886
9,0.000132010970917461,9.82130665475573e-05,0.000278804341508384,0.000150446511039762,-83.1236952102658,-107.54296514768,-109.548402124126,-119.81813329549,26.077,25.332,385.585,0.363
6,0.000228145296485676,0.000206225679550458,0.000426747588340036,0.000242504986628553,-82.7135302978733,-103.981099863571,-98.0395576794133,-113.101530744676,26.326,26.726,387.925,0.120999999999981
2,0.000317406467063093,0.000292179926198356,0.00045802909954483,0.000327963874291306,-80.5606797696331,-102.254633081856,-96.5422888630937,-104.139247403024,23.544,24.208,399.23,0.0920000000000414
4,0.000171891637369056,0.000134164799246808,0.000227813319124523,0.000106753988624285,-82.4013793889481,-105.641041820855,-113.619584308811,-123.938078277782,26.04,27.15,403.815,0.0430000000000064
11,0.000194902343505021,0.000214598958095083,0.000447897466856063,0.000252194895594332,-83.5696335018508,-105.825720766226,-96.590048156179,-112.94591505104,25.035,25.536,425.987,0.137
1,0.000275585530006671,0.00023991411916029,0.000526934077565501,0.000245439562110234,-80.9893987121528,-106.305724432902,-91.9308113638251,-112.597248891653,24.446,25.436,428.352,0.0849999999999795
14,0.000175450209403693,0.000171446091282337,0.000531484264262445,0.000217041423525221,-81.7783393764968,-105.040261085122,-92.3960917649557,-114.537772129636,23.355,23.671,383.593,0.07000000000005
15,0.00020626252463202,0.000174940318377008,0.000583025196925181,0.000214597755092205,-81.3564326912376,-105.489344713534,-88.3450795072266,-114.103893479849,23.708,24.437,391.566,0.137999999999977
18,0.000198322820194363,0.000150897972324653,0.000415274744775434,0.000192228685005428,-81.1282376918352,-105.850495813515,-99.9569232492089,-116.69889686272,23.415,24.202,396.604,0.254000000000019
17,0.000156468619669384,0.000141751629514531,0.00025971790232192,0.000121908282254614,-81.461968971093,-104.87185526228,-110.931019938171,-125.772652704236,25.159,24.821,394.535,0.384000000000015
16,0.000303536112532211,0.000213432009427698,0.000460308590934811,0.000235195397469316,-82.9647375319643,-107.658537204079,-94.9933263853636,-113.432582230147,25.416,25.798,401.825,0.129999999999995
12,0.000191161281932767,0.000166042157208657,0.000324856171450163,0.000179159295096186,-84.7616312768456,-109.590934274161,-105.627476271967,-117.095652228849,22.862,22.96,411.324,0.110000000000014
13,0.000249992120374579,0.000223022286132385,0.000506640230256695,0.000230203173373164,-80.4212906343783,-101.132141787258,-92.9382154388219,-113.396536137282,25.596,22.969,415.099,0.129999999999995
