"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
2,0.000794067684559409,0.000781963504718618,0.00103036918916287,0.000716084149013747,-73.9733586182057,-83.0405582740759,-79.9166431451716,-85.1032367229513,15.648,16.43,241.828,0.0459999999999923
4,0.000564176376822009,0.000355827882135856,0.000545848916916467,0.000243161222291125,-78.2801544481784,-96.2644134442391,-95.8666569817258,-110.894496855016,24.867,25.59,340.369,0.378999999999962
1,0.000474957378887669,0.000509759600048796,0.000920065664927373,0.000549673639206664,-78.0812951121486,-90.9011382998813,-83.69955651888,-96.2892536494233,27.6,25.007,380.874,0.0910000000000082
3,0.000548723754183485,0.00051615813753643,0.000835721719862931,0.00043012397356437,-75.203252716044,-92.5602649591408,-86.1212994605085,-100.645348120576,25.614,26.332,389.394,0.418000000000006
7,0.000497528477198434,0.000695862763271444,0.000732383525722683,0.00059024326403088,-78.5260040904532,-90.5599423099152,-89.1617302615854,-95.6430523932227,26.268,26.65,350.408,0.10899999999998
5,0.000356340496548178,0.000344298645540467,0.000790387402102254,0.00042094857135363,-73.5443918073468,-93.813842294541,-87.7224936915073,-99.9229602420834,25.361,24.368,363.804,0.120000000000005
9,0.000260593956505006,0.000251061387192915,0.00052541989173896,0.000286417492080421,-77.9185098155224,-99.7953370623429,-96.5800555450336,-105.894624989322,24.789,26.497,363.042,0.0710000000000264
8,0.000664295383882848,0.000783109691695828,0.000895937850790779,0.000426421404830691,-79.8510575101219,-82.0430250170858,-84.3200251033145,-101.582735990151,26.351,25.458,373.864,0.0949999999999704
6,0.000414509278938586,0.000397511627992856,0.00100868660266115,0.000410660103468158,-73.8731157089888,-93.1332506911805,-79.9699532592531,-101.742779166038,25.809,26.32,385.831,0.102000000000032
10,0.000609442997618298,0.00064017956112768,0.000822023934335219,0.000456458909041978,-74.8029205108834,-87.9605778899375,-86.5640223239255,-99.293095383361,25.288,26.072,372.096,0.449000000000012
13,0.000420367604596666,0.000322740392577436,0.000954399463699753,0.000444541701347209,-76.329781812689,-97.797409458517,-82.1423528621064,-99.0817502847946,15.023,15.713,230.508,0.227000000000032
11,0.000929935126319631,0.000732386254036647,0.000851197762564082,0.000480269772365686,-76.6904452968071,-87.2486918436557,-85.0630836138244,-99.2922584846925,24.227,24.512,304.394,0.0840000000000032
12,0.000516963400711625,0.000374220819116973,0.000916932058931222,0.000344225602171931,-76.1709262614395,-96.5941543068317,-82.1020360639339,-104.316442527746,25.563,25.569,336.489,0.312999999999988
16,0.000517850950135383,0.00049420503063718,0.000826422050470144,0.000434367289200392,-79.4825051196951,-92.5818638011865,-85.7933969175538,-101.172816393713,25.778,26.013,313.058,0.0970000000000368
15,0.000527423303847542,0.000418702474500136,0.000817875452873375,0.000417369399184228,-72.9745781059615,-92.8077622431338,-86.9087878323798,-100.379457794453,24.611,25.708,350.124,0.0919999999999845
19,0.000548771594558566,0.000785507167736217,0.000789054859388654,0.000360853808312152,-75.2503849337134,-86.580957750271,-87.3176236001485,-104.214049664027,25.926,27.443,351.169,0.0949999999999704
14,0.000548234277609511,0.000511708866559854,0.0012788917365903,0.000423228421718671,-73.5817490444892,-90.0017072678183,-73.128923603486,-101.041171309868,24.647,25.424,355.846,0.09699999999998
17,0.000324221333666761,0.000368828307185994,0.000713553812073039,0.000282413161359837,-74.0378223606575,-95.2702457641533,-90.2927385808382,-108.372378770165,25.981,26.165,353.49,0.381000000000029
18,0.000295329632907878,0.000289085833619504,0.000833851221372992,0.000326107653198478,-77.4070690845514,-99.0922943247368,-86.4409619828421,-105.231831574632,25.445,26.133,355.765,0.0819999999999936
20,0.000433502214706102,0.000395130045465461,0.000601922343827993,0.000266504194484176,-75.4019978682863,-93.5096239489785,-93.7782655503147,-106.039008442778,25.782,25.282,368.028,0.0769999999999982
1,0.000474957378887669,0.000516053046385086,0.00100434404831801,0.000549673639206664,-78.0812951121486,-95.0634066914782,-81.0473245296115,-96.2892536494233,27.586,23.771,348.24,0.0919999999999845
4,0.000564176376822009,0.000304128123479647,0.000543920974582825,0.000243161222291125,-78.2801544481784,-105.567145649058,-95.9454803896102,-110.894496855016,24.765,23.865,313.38,0.377999999999986
8,0.000664295383882848,0.00077670655161444,0.000930555317059062,0.000426421404830691,-79.8510575101219,-84.5674605745022,-83.2226914476239,-101.582735990151,26.565,25.957,329.505,0.104000000000042
7,0.000497528477198434,0.000723052586783942,0.000873760635516312,0.00059024326403088,-78.5260040904532,-90.3970361739996,-84.2188555181829,-95.6430523932227,26.165,26.347,333.974,0.100000000000023
6,0.000414509278938586,0.000341337439665608,0.00103485528135324,0.000410660103468158,-73.8731157089888,-104.269162762214,-79.1981335091767,-101.742779166038,25.896,23.466,343.421,0.102000000000032
3,0.000548723754183485,0.00045644171873983,0.000747769234009173,0.00043012397356437,-75.203252716044,-96.2572909001189,-88.7425900586378,-100.645348120576,25.423,26.917,347.599,0.40500000000003
5,0.000356340496548178,0.000351629116616828,0.000801738288648076,0.00042094857135363,-73.5443918073468,-104.039389710754,-87.262825604471,-99.9229602420834,25.672,24.436,351.48,0.128999999999962
2,0.000794067684559409,0.000732419395646953,0.000951157949954983,0.000716084149013747,-73.9733586182057,-83.7242318635888,-82.4934684576205,-85.1032367229513,25.247,26.077,352.24,0.0840000000000032
13,0.000420367604596666,0.000334355319646929,0.00103753288772096,0.000444541701347209,-76.329781812689,-104.919371827731,-79.729179092354,-99.0817502847946,24.319,25.912,322.674,0.454999999999984
10,0.000609442997618298,0.000473652276077093,0.000880931740714332,0.000456458909041978,-74.8029205108834,-96.2572861710513,-84.7301342782266,-99.293095383361,25.232,26.559,330.398,0.447000000000003
9,0.000260593956505006,0.000309882386485229,0.000640004384730665,0.000286417492080421,-77.9185098155224,-107.342431040181,-92.4924297031068,-105.894624989322,24.949,26.88,338.882,0.0699999999999932
12,0.000516963400711625,0.000382509441804904,0.000754613927427522,0.000344225602171931,-76.1709262614395,-101.297072799446,-87.9873895288002,-104.316442527746,25.598,27.432,374.454,0.314999999999998
11,0.000929935126319631,0.00069833839413724,0.000761944576014475,0.000480269772365686,-76.6904452968071,-85.1647414870565,-88.4756809791037,-99.2922584846925,24.062,24.597,379.825,0.0919999999999845
14,0.000548234277609511,0.000508751463117374,0.00129705864754072,0.000423228421718671,-73.5817490444892,-95.4409186858053,-72.8005751766133,-101.041171309868,24.748,25.971,336.26,0.101999999999975
15,0.000527423303847542,0.000499338930499874,0.00079566325893564,0.000417369399184228,-72.9745781059615,-95.8425393040865,-87.5613928286081,-100.379457794453,24.997,27.105,350.201,0.0840000000000032
19,0.000548771594558566,0.000777048178041549,0.000851773287551335,0.000360853808312152,-75.2503849337134,-76.7371037478881,-85.0966081339927,-104.214049664027,25.702,26.966,355.912,0.0960000000000036
18,0.000295329632907878,0.000302149265042976,0.000966579446031576,0.000326107653198478,-77.4070690845514,-109.257137531049,-82.1803741199605,-105.231831574632,25.61,27.253,360.038,0.0790000000000077
16,0.000517850950135383,0.000391081754896433,0.000851351847413976,0.000434367289200392,-79.4825051196951,-101.998697373751,-85.0014703709064,-101.172816393713,25.674,26.619,362.354,0.089999999999975
20,0.000433502214706102,0.000271031784662703,0.000736038207845272,0.000266504194484176,-75.4019978682863,-108.038387013103,-89.6324297304313,-106.039008442778,25.755,22.818,374.359,0.0779999999999745
17,0.000324221333666761,0.000299914233598583,0.000682456565656554,0.000282413161359837,-74.0378223606575,-107.605226454109,-91.2507220928217,-108.372378770165,25.746,22.404,387.03,0.384000000000015
