"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
6,5.81901044312395e-05,4.98451382026845e-05,0.000130504921929453,3.73255648720577e-05,-103.492002146274,-128.412068982634,-120.723667758499,-167.079362082581,14.288,14.432,266.127,0.22399999999999
5,5.88501502979846e-05,6.78501737279228e-05,0.000112017633480569,4.84944563824298e-05,-104.009045003581,-126.548304531185,-126.447140727614,-169.084261353222,24.209,24.721,396.243,0.348000000000013
4,7.41573903381228e-05,4.03446502038248e-05,8.92028952831464e-05,4.24327309107708e-05,-107.780975629843,-131.271538527768,-132.495278680578,-172.052052662923,25.252,26.483,402.17,0.12700000000001
2,0.000102653651430974,0.000108425998488767,0.000166836037585839,8.37965870181317e-05,-103.726613801607,-124.814359123657,-111.626320975475,-160.841100608561,24.027,25.262,407.089,0.0860000000000127
3,5.6256414891958e-05,5.32422862375876e-05,7.45899151974729e-05,4.85622807332861e-05,-104.008653837875,-126.933143996464,-136.66156048328,-169.765776001822,23.596,23.957,431.688,0.0989999999999895
1,0.000100940318502769,0.000102475596694595,0.000138007370033787,0.000101520268317353,-100.831938900713,-123.360810462056,-120.53424964597,-153.41280092211,23.44,24.687,435.249,0.0609999999999786
7,0.000112460180763522,0.000122513294900984,0.000208020863600774,0.000113867807474836,-105.714115806698,-124.211075631468,-98.5795143358635,-164.046163901867,25.576,27.357,426.068,0.353999999999985
8,9.64566335864339e-05,8.04160611372493e-05,0.0001381687385374,6.32545757205525e-05,-103.360713482323,-124.738033930869,-119.902017893414,-163.812029026461,24.35,25.054,398.921,0.404999999999973
9,0.000146604322238899,4.25313761699476e-05,8.56953430642099e-05,3.86104735910193e-05,-107.704923276147,-132.57137003545,-133.443006135665,-173.674268754942,26.168,26.725,395.192,0.338999999999999
10,9.01132457555401e-05,6.52587179030672e-05,0.000126806679036155,5.83445009199178e-05,-103.478237856363,-127.11169736181,-122.27555723112,-162.795316319089,23.422,23.946,405.816,0.314000000000021
16,8.62382325452629e-05,8.12771445249294e-05,0.000151398113803746,7.73131729503377e-05,-107.8712635228,-127.337588969371,-114.392310360492,-171.210591761739,15.212,15.757,276.742,0.0310000000000059
14,5.77333855049397e-05,5.85506110495769e-05,0.000145856839260714,4.65678701402671e-05,-101.1218136248,-125.075501417206,-119.290346356959,-164.126431424399,22.723,24.295,383.89,0.269999999999982
13,8.53395343054539e-05,8.07101001269926e-05,0.000178874266090541,6.5632872447808e-05,-105.527832374936,-126.495541141383,-108.479865913966,-167.791873881758,24.656,25.729,391.915,0.0999999999999659
11,0.00010389863848642,8.56393618688137e-05,0.00012249457422311,5.81171499420109e-05,-113.770169975783,-129.520129650134,-122.098650904699,-168.764542363822,27.515,27.422,398.332,0.0889999999999986
12,4.88136133886969e-05,4.44442520985848e-05,8.28635853873126e-05,3.87203909956279e-05,-107.261193230472,-131.719806454573,-133.231821166934,-170.121336173646,23.767,24.233,427.677,0.0439999999999827
17,4.48007115375392e-05,4.10302250490684e-05,0.000109740552063822,3.19215352025331e-05,-100.650060657556,-126.420554117526,-127.372029113043,-172.856535469991,22.762,23.211,420.014,0.109999999999957
18,7.19006426711117e-05,8.82991129988288e-05,0.000161031509778806,0.000108980150324229,-108.490393991745,-125.669594173981,-115.11948703481,-160.82509347734,25.164,24.541,419.846,0.442999999999984
15,0.000229076668887077,6.98834598905271e-05,8.74511601387906e-05,5.66927797584686e-05,-101.873740687452,-127.049379783391,-133.375088798825,-167.253150110025,26.308,25.067,419.731,0.0550000000000068
20,7.92174787998492e-05,7.42744695740581e-05,0.000103716401783443,5.66429581545786e-05,-101.142013088961,-124.931264300482,-128.987331141532,-174.032282901368,23.02,23.75,425.504,0.383999999999958
19,8.24400783064935e-05,9.2512894307067e-05,0.000172909130117695,6.30945942100565e-05,-105.5674335203,-126.404741301828,-109.262051618129,-168.003525507539,25.246,27.267,426.665,0.0720000000000027
