"seed","dgp_mse","deepgp_mse","hetgp_mse","dpc_mse","dgp_logs","deepgp_logs","hetgp_logs","dpc_logs","dgp_time","deepgp_time","hetgp_time","dpc_time"
1,0.00584743866312651,0.00625987350710504,0.00492116446452623,0.0055233485031617,-45.3436414679441,7.04541113232627,-10.0350215787465,-46.4645584936551,32.7860000000001,311.992999999999,0.296999999998661,97.8680000000022
2,0.00536697588222481,0.00659250133553661,0.00468993157286553,0.00512749214039005,-50.4092862431844,0.165954646241438,-36.0804137558989,-46.5780201839153,33.1919999999991,287.102999999999,0.0800000000017462,98.3359999999993
3,0.0128647676834271,0.0152823922886368,0.01138793846092,0.0116244991127625,-22.1329778186405,193.107273971257,80.0161542213375,4.89516024417808,33.1790000000001,301.892000000003,0.0879999999997381,97.9759999999987
4,0.00519925626580109,0.00264670247652528,0.00544588859658689,0.00460581641789966,-51.3904659402601,-56.3601769767907,-32.3642210248475,-53.8683882075854,32.5210000000006,302.138999999996,0.0869999999995343,98.5750000000044
5,0.00505125318506428,0.00521864776793933,0.00526036656400159,0.00582041289825862,-51.9856478163327,-1.18071564334696,-25.9974428402312,-42.9767731622823,34.7910000000047,330.581999999995,0.0710000000035507,98.5190000000002
6,0.00372271454498197,0.00653434281830149,0.00530569298569316,0.00417545259103134,-48.3760375388219,24.0957673095993,-13.123046571761,-48.498120208058,34.9890000000014,339.243999999999,0.0780000000013388,104.199000000001
7,0.0153091822768479,0.018258738921806,0.020813804092997,0.0192102974805349,-29.3391352058617,189.258482461615,101.282855303658,25.0375048480546,32.8729999999996,314.598000000005,0.274999999994179,104.219000000005
8,0.00626562686407482,0.00642117659241344,0.00554429774580632,0.00519574257113882,-51.1672412810461,9.68183858951975,-25.057619692385,-54.6716283191009,32.9599999999991,319.353000000003,0.0849999999991269,101.875
9,0.00880066069251595,0.00987830475763694,0.00854334762626027,0.00828761280621719,-35.7407992892135,71.6070540032988,32.0525445196174,-32.48386448952,31.6529999999984,300.366000000002,0.0939999999973224,98.4110000000001
10,0.00688227083428219,0.00581332512283698,0.0095455841578749,0.00821158719439708,-36.768517328551,-6.0001833355622,19.6888958732455,-20.127313479579,32.3569999999963,304.345000000001,0.0639999999984866,97.8060000000041
11,0.00280968636838717,0.00170341750155587,0.00251075175580985,0.00268664140622244,-59.4658268213593,-71.7106308736177,-60.1019405615612,-65.4132569581636,31.5500000000029,300.654000000002,0.324000000000524,93.3109999999942
12,0.0069975205239436,0.00422775378740315,0.00621046303237109,0.00559708308586619,-38.5191066656153,-30.160249816038,20.8794606326362,-33.8503904183787,32.9780000000028,317.113999999994,0.0760000000009313,100.395000000004
13,0.00947761270178721,0.00934827311145989,0.00872243233912058,0.010184134416627,-43.2638193200185,17.4372502897318,-5.98790781565319,-23.3003918390827,31.7909999999974,278.216,0.0619999999980791,98.4279999999999
14,0.0056517747159875,0.00394184968577397,0.00378809157948493,0.003813829352843,-49.4940620011056,-41.1536427353149,-37.8441584434937,-56.6965450795508,32.4440000000031,286.578999999998,0.0679999999993015,96.726999999999
15,0.00327342231134989,0.00627588731382032,0.00689824376144962,0.00626639956566758,-49.7291313693478,-9.76027788472906,-22.4301043294294,-39.945246184427,32.4389999999985,302.183000000005,0.0619999999980791,96.7809999999954
16,0.00418035886338455,0.00418508936956984,0.00389117300866508,0.00452849132144306,-52.6447748580565,-38.3479247754787,-34.5107267376492,-52.6743508576614,31.3020000000033,291.940999999999,0.292000000001281,93.5360000000001
17,0.0117796980484516,0.0113279265232872,0.00839744643386451,0.00849232366386449,-26.1491094335916,18.33079800818,-14.6066868228711,-10.5225169546403,32.2220000000016,295.135999999999,0.30000000000291,103.525999999998
18,0.00809952926660183,0.0100358875276569,0.0083265538940428,0.00858477572717679,-35.5734086533876,143.402814394715,33.0362139892209,-27.2504670636722,35.1779999999999,328.277000000002,0.0689999999958673,97.4259999999995
19,0.00749402807742064,0.00554919322700392,0.0078396976427594,0.00809891572697449,-42.1445217080756,-3.20924466899902,5.05952167380245,-28.5503117214911,32.4170000000013,296.423999999999,0.0730000000039581,98.625
20,0.00937566938973169,0.0122572163862478,0.00886960073646228,0.00931627147068068,-30.3307936349653,76.8471782779219,38.5055666494791,-5.95656690715702,32.7660000000033,291.466,0.252000000000407,95.7819999999992
